image_path,class,x_center,y_center,width,height
images/1jj3P4bovaY_360p_mp4-0025_jpg.rf.b1bf0544aa0e49245a2f6ef9208fb843.jpg,suspicious-suspect,0.759375,0.52109375,0.19375,0.91953125
images/1jj3P4bovaY_360p_mp4-0025_jpg.rf.b1bf0544aa0e49245a2f6ef9208fb843.jpg,victim,0.35078125,0.43359375,0.1984375,0.75
images/1jj3P4bovaY_360p_mp4-0025_jpg.rf.b1bf0544aa0e49245a2f6ef9208fb843.jpg,normal-action,0.5671875,0.4015625,0.275,0.28046875
images/1jj3P4bovaY_360p_mp4-0025_jpg.rf.bb1a10e6d3e2e3bdee420ae53d0d5a1e.jpg,suspicious-suspect,0.759375,0.52109375,0.19375,0.91953125
images/1jj3P4bovaY_360p_mp4-0025_jpg.rf.bb1a10e6d3e2e3bdee420ae53d0d5a1e.jpg,victim,0.35078125,0.43359375,0.1984375,0.75
images/1jj3P4bovaY_360p_mp4-0025_jpg.rf.bb1a10e6d3e2e3bdee420ae53d0d5a1e.jpg,normal-action,0.5671875,0.4015625,0.275,0.28046875
images/1jj3P4bovaY_360p_mp4-0026_jpg.rf.57e9ae4acba5b21d6e60355332f7882f.jpg,suspicious-suspect,0.7359375,0.53984375,0.234375,0.9203125
images/1jj3P4bovaY_360p_mp4-0026_jpg.rf.57e9ae4acba5b21d6e60355332f7882f.jpg,victim,0.3328125,0.43125,0.24375,0.79765625
images/1jj3P4bovaY_360p_mp4-0026_jpg.rf.ad07bbcaded45a3f031cb7700ac541e4.jpg,suspicious-suspect,0.7359375,0.53984375,0.234375,0.9203125
images/1jj3P4bovaY_360p_mp4-0026_jpg.rf.ad07bbcaded45a3f031cb7700ac541e4.jpg,victim,0.3328125,0.43125,0.24296875,0.79765625
images/1jj3P4bovaY_360p_mp4-0026_jpg.rf.e55a1a7ee13519f95957f25ab9a0169c.jpg,suspicious-suspect,0.7359375,0.53984375,0.234375,0.9203125
images/1jj3P4bovaY_360p_mp4-0026_jpg.rf.e55a1a7ee13519f95957f25ab9a0169c.jpg,victim,0.3328125,0.43125,0.24375,0.79765625
images/1jj3P4bovaY_360p_mp4-0028_jpg.rf.1804e77c586583350776229d1368b4e1.jpg,suspicious-suspect,0.65859375,0.534375,0.234375,0.9203125
images/1jj3P4bovaY_360p_mp4-0028_jpg.rf.1804e77c586583350776229d1368b4e1.jpg,victim,0.3328125,0.43125,0.24375,0.79765625
images/1jj3P4bovaY_360p_mp4-0028_jpg.rf.3c05e6937d03ab2863781f4f08d8b718.jpg,suspicious-suspect,0.65859375,0.534375,0.234375,0.9203125
images/1jj3P4bovaY_360p_mp4-0028_jpg.rf.3c05e6937d03ab2863781f4f08d8b718.jpg,victim,0.3328125,0.43125,0.24296875,0.79765625
images/1jj3P4bovaY_360p_mp4-0028_jpg.rf.d2463d0c32abcf968552700ee34be5ae.jpg,suspicious-suspect,0.65859375,0.534375,0.234375,0.9203125
images/1jj3P4bovaY_360p_mp4-0028_jpg.rf.d2463d0c32abcf968552700ee34be5ae.jpg,victim,0.3328125,0.43125,0.24375,0.79765625
images/1jj3P4bovaY_360p_mp4-0029_jpg.rf.38f3899148e954501c7b12602bfa17ae.jpg,suspicious-suspect,0.59453125,0.525,0.1828125,0.95
images/1jj3P4bovaY_360p_mp4-0029_jpg.rf.38f3899148e954501c7b12602bfa17ae.jpg,victim,0.34375,0.4390625,0.215625,0.7390625
images/1jj3P4bovaY_360p_mp4-0029_jpg.rf.602d2f2e6388996066695860c0ae86f2.jpg,suspicious-suspect,0.59453125,0.525,0.1828125,0.95
images/1jj3P4bovaY_360p_mp4-0029_jpg.rf.602d2f2e6388996066695860c0ae86f2.jpg,victim,0.34375,0.4390625,0.215625,0.7390625
images/1jj3P4bovaY_360p_mp4-0029_jpg.rf.b2e966370e5f02f7bc6f287203d9c11f.jpg,suspicious-suspect,0.59453125,0.525,0.1828125,0.95
images/1jj3P4bovaY_360p_mp4-0029_jpg.rf.b2e966370e5f02f7bc6f287203d9c11f.jpg,victim,0.34375,0.4390625,0.215625,0.7390625
images/1jj3P4bovaY_360p_mp4-0030_jpg.rf.05777b28294953df053e04d59249c6fa.jpg,suspicious-suspect,0.5328125,0.53046875,0.203125,0.9390625
images/1jj3P4bovaY_360p_mp4-0030_jpg.rf.05777b28294953df053e04d59249c6fa.jpg,victim,0.33828125,0.4359375,0.2203125,0.7109375
images/1jj3P4bovaY_360p_mp4-0030_jpg.rf.540ab9af99c184d18d415cca656ac3b0.jpg,suspicious-suspect,0.5328125,0.53046875,0.203125,0.9390625
images/1jj3P4bovaY_360p_mp4-0030_jpg.rf.540ab9af99c184d18d415cca656ac3b0.jpg,victim,0.33828125,0.4359375,0.2203125,0.7109375
images/1jj3P4bovaY_360p_mp4-0030_jpg.rf.8a2e6f95646db66025ac42f1f0145fa6.jpg,suspicious-suspect,0.5328125,0.53046875,0.203125,0.9390625
images/1jj3P4bovaY_360p_mp4-0030_jpg.rf.8a2e6f95646db66025ac42f1f0145fa6.jpg,victim,0.33828125,0.4359375,0.2203125,0.7109375
images/1jj3P4bovaY_360p_mp4-0031_jpg.rf.3686e06b62d5d2c58dc831146f8de30f.jpg,suspicious-suspect,0.459375,0.559375,0.2625,0.88046875
images/1jj3P4bovaY_360p_mp4-0031_jpg.rf.3686e06b62d5d2c58dc831146f8de30f.jpg,victim,0.3203125,0.4640625,0.1625,0.6609375
images/1jj3P4bovaY_360p_mp4-0031_jpg.rf.bee3a6a752a0dbb09e7a7a9981b5473d.jpg,suspicious-suspect,0.459375,0.559375,0.2625,0.88046875
images/1jj3P4bovaY_360p_mp4-0031_jpg.rf.bee3a6a752a0dbb09e7a7a9981b5473d.jpg,victim,0.3203125,0.4640625,0.1625,0.6609375
images/1jj3P4bovaY_360p_mp4-0031_jpg.rf.c48f1a3440a25ea8cc9869bef9b614db.jpg,suspicious-suspect,0.459375,0.559375,0.2625,0.88046875
images/1jj3P4bovaY_360p_mp4-0031_jpg.rf.c48f1a3440a25ea8cc9869bef9b614db.jpg,victim,0.3203125,0.4640625,0.1625,0.6609375
images/1jj3P4bovaY_360p_mp4-0032_jpg.rf.30d90d2b0223b0203733c1aafff3f2d2.jpg,suspicious-suspect,0.45078125,0.5453125,0.2296875,0.909375
images/1jj3P4bovaY_360p_mp4-0032_jpg.rf.4cd07359eedc185778bec8125d583e7b.jpg,suspicious-suspect,0.45078125,0.5453125,0.2296875,0.909375
images/1jj3P4bovaY_360p_mp4-0032_jpg.rf.f9518b98546445ae203b903afb70b4fd.jpg,suspicious-suspect,0.45078125,0.5453125,0.2296875,0.909375
images/1jj3P4bovaY_360p_mp4-0033_jpg.rf.5c4d87eb828b6b2225c1f779c2c2009e.jpg,suspicious-suspect,0.4640625,0.50546875,0.209375,0.9890625
images/1jj3P4bovaY_360p_mp4-0033_jpg.rf.5c4d87eb828b6b2225c1f779c2c2009e.jpg,victim,0.35625,0.421875,0.103125,0.75
images/1jj3P4bovaY_360p_mp4-0033_jpg.rf.70836ec6827f8cbec2c667b80c4c22ec.jpg,suspicious-suspect,0.4640625,0.50546875,0.209375,0.9890625
images/1jj3P4bovaY_360p_mp4-0033_jpg.rf.70836ec6827f8cbec2c667b80c4c22ec.jpg,victim,0.35625,0.421875,0.103125,0.75
images/1jj3P4bovaY_360p_mp4-0033_jpg.rf.782c62f56a14ae80bd8ff27cbdbb8569.jpg,suspicious-suspect,0.4640625,0.50546875,0.209375,0.9890625
images/1jj3P4bovaY_360p_mp4-0033_jpg.rf.782c62f56a14ae80bd8ff27cbdbb8569.jpg,victim,0.35625,0.421875,0.103125,0.75
images/1jj3P4bovaY_360p_mp4-0034_jpg.rf.5f6f4acd85a7aa231b637788a7bb5653.jpg,suspicious-suspect,0.4296875,0.425,0.234375,0.828125
images/1jj3P4bovaY_360p_mp4-0034_jpg.rf.a45fe72894f3caf8c0550f9125a39ef3.jpg,suspicious-suspect,0.4296875,0.425,0.234375,0.828125
images/1jj3P4bovaY_360p_mp4-0034_jpg.rf.d16c6c9562e0062b3bc4fe0391a13973.jpg,suspicious-suspect,0.4296875,0.425,0.234375,0.828125
images/1jj3P4bovaY_360p_mp4-0036_jpg.rf.a2f94b9d0f3525b76f89132fd22d6cc6.jpg,suspicious-suspect,0.3609375,0.44140625,0.18125,0.871875
images/1jj3P4bovaY_360p_mp4-0036_jpg.rf.a2f94b9d0f3525b76f89132fd22d6cc6.jpg,normal-action,0.5921875,0.39453125,0.2875,0.271875
images/1jj3P4bovaY_360p_mp4-0036_jpg.rf.d068612d66729d049d2f3bbf400a3382.jpg,suspicious-suspect,0.3609375,0.44140625,0.18125,0.871875
images/1jj3P4bovaY_360p_mp4-0036_jpg.rf.d068612d66729d049d2f3bbf400a3382.jpg,normal-action,0.5921875,0.39453125,0.2875,0.271875
images/1jj3P4bovaY_360p_mp4-0036_jpg.rf.fad9eabf40d52fe697482cbf44301e1d.jpg,suspicious-suspect,0.3609375,0.44140625,0.18125,0.871875
images/1jj3P4bovaY_360p_mp4-0036_jpg.rf.fad9eabf40d52fe697482cbf44301e1d.jpg,normal-action,0.5921875,0.39453125,0.2875,0.271875
images/1jj3P4bovaY_360p_mp4-0037_jpg.rf.89d6277af3d302ddaf5d66d1298bc323.jpg,suspicious-suspect,0.33671875,0.4625,0.1421875,0.90859375
images/1jj3P4bovaY_360p_mp4-0037_jpg.rf.89d6277af3d302ddaf5d66d1298bc323.jpg,victim,0.42890625,0.4,0.0921875,0.74453125
images/1jj3P4bovaY_360p_mp4-0037_jpg.rf.89d6277af3d302ddaf5d66d1298bc323.jpg,normal-action,0.58984375,0.415625,0.2453125,0.3140625
images/1jj3P4bovaY_360p_mp4-0037_jpg.rf.a071886017b8b4b91010d6dd3fedb8bf.jpg,suspicious-suspect,0.33671875,0.4625,0.1421875,0.90859375
images/1jj3P4bovaY_360p_mp4-0037_jpg.rf.a071886017b8b4b91010d6dd3fedb8bf.jpg,victim,0.42890625,0.4,0.0921875,0.74453125
images/1jj3P4bovaY_360p_mp4-0037_jpg.rf.a071886017b8b4b91010d6dd3fedb8bf.jpg,normal-action,0.58984375,0.415625,0.2453125,0.3140625
images/1jj3P4bovaY_360p_mp4-0037_jpg.rf.cb28896d470693ef485f5acca2455142.jpg,suspicious-suspect,0.33671875,0.4625,0.1421875,0.90859375
images/1jj3P4bovaY_360p_mp4-0037_jpg.rf.cb28896d470693ef485f5acca2455142.jpg,victim,0.42890625,0.4,0.0921875,0.74453125
images/1jj3P4bovaY_360p_mp4-0037_jpg.rf.cb28896d470693ef485f5acca2455142.jpg,normal-action,0.58984375,0.415625,0.2453125,0.3140625
images/1jj3P4bovaY_360p_mp4-0039_jpg.rf.321dd5f9b74f20c9b92926c19d8cfe9c.jpg,suspicious-suspect,0.37265625,0.52109375,0.1546875,0.946875
images/1jj3P4bovaY_360p_mp4-0039_jpg.rf.321dd5f9b74f20c9b92926c19d8cfe9c.jpg,normal-action,0.56796875,0.4140625,0.2453125,0.35546875
images/1jj3P4bovaY_360p_mp4-0039_jpg.rf.9668d360948c133d8d05b37fb2f5b642.jpg,suspicious-suspect,0.37265625,0.52109375,0.1546875,0.946875
images/1jj3P4bovaY_360p_mp4-0039_jpg.rf.9668d360948c133d8d05b37fb2f5b642.jpg,normal-action,0.56796875,0.4140625,0.2453125,0.35546875
images/1jj3P4bovaY_360p_mp4-0039_jpg.rf.fb529299c0d4117478f46408fe6d6b99.jpg,suspicious-suspect,0.37265625,0.52109375,0.1546875,0.946875
images/1jj3P4bovaY_360p_mp4-0039_jpg.rf.fb529299c0d4117478f46408fe6d6b99.jpg,normal-action,0.56796875,0.4140625,0.2453125,0.35546875
images/1jj3P4bovaY_360p_mp4-0040_jpg.rf.578360f1a6cdfd36cd960c88633dab11.jpg,suspicious-suspect,0.38046875,0.5109375,0.1828125,0.9609375
images/1jj3P4bovaY_360p_mp4-0040_jpg.rf.578360f1a6cdfd36cd960c88633dab11.jpg,normal-action,0.58359375,0.42890625,0.2234375,0.33046875
images/1jj3P4bovaY_360p_mp4-0040_jpg.rf.865fad1fb313f4bf7847e8b5509913a5.jpg,suspicious-suspect,0.38046875,0.5109375,0.1828125,0.9609375
images/1jj3P4bovaY_360p_mp4-0040_jpg.rf.865fad1fb313f4bf7847e8b5509913a5.jpg,normal-action,0.58359375,0.42890625,0.2234375,0.33046875
images/1jj3P4bovaY_360p_mp4-0040_jpg.rf.efb3d4678f70e5da5eb14f5de83b3111.jpg,suspicious-suspect,0.38046875,0.5109375,0.1828125,0.9609375
images/1jj3P4bovaY_360p_mp4-0040_jpg.rf.efb3d4678f70e5da5eb14f5de83b3111.jpg,normal-action,0.58359375,0.42890625,0.2234375,0.33046875
images/1jj3P4bovaY_360p_mp4-0041_jpg.rf.6dad597f192b938512c0cb6c51388e6a.jpg,weapon,0.3609375,0.49296875,0.05,0.125
images/1jj3P4bovaY_360p_mp4-0041_jpg.rf.6dad597f192b938512c0cb6c51388e6a.jpg,suspicious-suspect,0.36640625,0.5140625,0.1765625,0.95546875
images/1jj3P4bovaY_360p_mp4-0041_jpg.rf.6dad597f192b938512c0cb6c51388e6a.jpg,normal-action,0.578125,0.415625,0.228125,0.28046875
images/1jj3P4bovaY_360p_mp4-0041_jpg.rf.f3b7c56320864c449d9c71c9a3459ab8.jpg,weapon,0.3609375,0.49296875,0.05,0.125
images/1jj3P4bovaY_360p_mp4-0041_jpg.rf.f3b7c56320864c449d9c71c9a3459ab8.jpg,suspicious-suspect,0.36640625,0.5140625,0.1765625,0.95546875
images/1jj3P4bovaY_360p_mp4-0041_jpg.rf.f3b7c56320864c449d9c71c9a3459ab8.jpg,normal-action,0.578125,0.415625,0.228125,0.28046875
images/1jj3P4bovaY_360p_mp4-0041_jpg.rf.f9e635b56c31da0c82bf714be8e636fd.jpg,weapon,0.3609375,0.49296875,0.05,0.125
images/1jj3P4bovaY_360p_mp4-0041_jpg.rf.f9e635b56c31da0c82bf714be8e636fd.jpg,suspicious-suspect,0.36640625,0.5140625,0.1765625,0.95546875
images/1jj3P4bovaY_360p_mp4-0041_jpg.rf.f9e635b56c31da0c82bf714be8e636fd.jpg,normal-action,0.578125,0.415625,0.228125,0.28046875
images/1jj3P4bovaY_360p_mp4-0042_jpg.rf.4845c416b9e1a16520464a6816a20766.jpg,weapon,0.3703125,0.50390625,0.05,0.13046875
images/1jj3P4bovaY_360p_mp4-0042_jpg.rf.4845c416b9e1a16520464a6816a20766.jpg,suspicious-suspect,0.37265625,0.51640625,0.1734375,0.95
images/1jj3P4bovaY_360p_mp4-0042_jpg.rf.4845c416b9e1a16520464a6816a20766.jpg,normal-action,0.58125,0.4359375,0.240625,0.3
images/1jj3P4bovaY_360p_mp4-0042_jpg.rf.bd3d067493b8a2309c104428dbaf39bb.jpg,weapon,0.3703125,0.50390625,0.05,0.13046875
images/1jj3P4bovaY_360p_mp4-0042_jpg.rf.bd3d067493b8a2309c104428dbaf39bb.jpg,suspicious-suspect,0.37265625,0.51640625,0.1734375,0.95
images/1jj3P4bovaY_360p_mp4-0042_jpg.rf.bd3d067493b8a2309c104428dbaf39bb.jpg,normal-action,0.58125,0.4359375,0.240625,0.3
images/1jj3P4bovaY_360p_mp4-0042_jpg.rf.cb76225aeb2f6bd5ee743c268b6bac98.jpg,weapon,0.3703125,0.50390625,0.05,0.13046875
images/1jj3P4bovaY_360p_mp4-0042_jpg.rf.cb76225aeb2f6bd5ee743c268b6bac98.jpg,suspicious-suspect,0.37265625,0.51640625,0.1734375,0.95
images/1jj3P4bovaY_360p_mp4-0042_jpg.rf.cb76225aeb2f6bd5ee743c268b6bac98.jpg,normal-action,0.58125,0.4359375,0.240625,0.3
images/1jj3P4bovaY_360p_mp4-0044_jpg.rf.4014ac03e235a7ffb9455534be8531ba.jpg,suspicious-suspect,0.3890625,0.51484375,0.159375,0.9703125
images/1jj3P4bovaY_360p_mp4-0044_jpg.rf.4014ac03e235a7ffb9455534be8531ba.jpg,weapon,0.36953125,0.509375,0.0671875,0.103125
images/1jj3P4bovaY_360p_mp4-0044_jpg.rf.4014ac03e235a7ffb9455534be8531ba.jpg,normal-action,0.578125,0.41640625,0.25,0.278125
images/1jj3P4bovaY_360p_mp4-0044_jpg.rf.60b288630f66190347022ef8b9510233.jpg,suspicious-suspect,0.3890625,0.51484375,0.159375,0.9703125
images/1jj3P4bovaY_360p_mp4-0044_jpg.rf.60b288630f66190347022ef8b9510233.jpg,weapon,0.36953125,0.509375,0.0671875,0.103125
images/1jj3P4bovaY_360p_mp4-0044_jpg.rf.60b288630f66190347022ef8b9510233.jpg,normal-action,0.578125,0.41640625,0.25,0.278125
images/1jj3P4bovaY_360p_mp4-0044_jpg.rf.ae0a9abf5d59ff5f0123cc67773d450f.jpg,suspicious-suspect,0.3890625,0.51484375,0.159375,0.9703125
images/1jj3P4bovaY_360p_mp4-0044_jpg.rf.ae0a9abf5d59ff5f0123cc67773d450f.jpg,weapon,0.36953125,0.509375,0.0671875,0.103125
images/1jj3P4bovaY_360p_mp4-0044_jpg.rf.ae0a9abf5d59ff5f0123cc67773d450f.jpg,normal-action,0.578125,0.41640625,0.25,0.278125
images/1jj3P4bovaY_360p_mp4-0045_jpg.rf.1d05be7e447d301ab6f4afff3c0d1b38.jpg,suspicious-suspect,0.4125,0.54140625,0.190625,0.91640625
images/1jj3P4bovaY_360p_mp4-0045_jpg.rf.44478f8e3d6d34d3ff0db7f14fd052a6.jpg,suspicious-suspect,0.4125,0.54140625,0.190625,0.91640625
images/1jj3P4bovaY_360p_mp4-0045_jpg.rf.be6dff40dc143cfd931c8a90268ce90a.jpg,suspicious-suspect,0.4125,0.54140625,0.190625,0.91640625
images/1jj3P4bovaY_360p_mp4-0049_jpg.rf.3a36e99466e4c00a8b6de1fdaca23eeb.jpg,suspicious-suspect,0.4046875,0.53046875,0.253125,0.921875
images/1jj3P4bovaY_360p_mp4-0049_jpg.rf.3a36e99466e4c00a8b6de1fdaca23eeb.jpg,normal-action,0.59296875,0.4375,0.2140625,0.25859375
images/1jj3P4bovaY_360p_mp4-0049_jpg.rf.b323b7c27bf5bee5e10fb252e6983bb8.jpg,suspicious-suspect,0.4046875,0.53046875,0.253125,0.921875
images/1jj3P4bovaY_360p_mp4-0049_jpg.rf.b323b7c27bf5bee5e10fb252e6983bb8.jpg,normal-action,0.59296875,0.4375,0.2140625,0.25859375
images/1jj3P4bovaY_360p_mp4-0049_jpg.rf.f6f458de4f5d2a6d33d842666d2bcd87.jpg,suspicious-suspect,0.4046875,0.53046875,0.253125,0.921875
images/1jj3P4bovaY_360p_mp4-0049_jpg.rf.f6f458de4f5d2a6d33d842666d2bcd87.jpg,normal-action,0.59296875,0.4375,0.2140625,0.25859375
images/1jj3P4bovaY_360p_mp4-0050_jpg.rf.94b148bf649155d1127532da9bbae996.jpg,suspicious-suspect,0.42890625,0.5265625,0.2265625,0.946875
images/1jj3P4bovaY_360p_mp4-0050_jpg.rf.94b148bf649155d1127532da9bbae996.jpg,normal-action,0.61875,0.4390625,0.146875,0.25546875
images/1jj3P4bovaY_360p_mp4-0050_jpg.rf.aa4afd4baeee2b291897604bfefb7f1e.jpg,suspicious-suspect,0.42890625,0.5265625,0.2265625,0.946875
images/1jj3P4bovaY_360p_mp4-0050_jpg.rf.aa4afd4baeee2b291897604bfefb7f1e.jpg,normal-action,0.61875,0.4390625,0.146875,0.25546875
images/1jj3P4bovaY_360p_mp4-0050_jpg.rf.f0132dd491307f162daa6eaf51c3399d.jpg,suspicious-suspect,0.42890625,0.5265625,0.2265625,0.946875
images/1jj3P4bovaY_360p_mp4-0050_jpg.rf.f0132dd491307f162daa6eaf51c3399d.jpg,normal-action,0.61875,0.4390625,0.146875,0.25546875
images/1jj3P4bovaY_360p_mp4-0051_jpg.rf.41a75f575f84a1ecf472ba06c5944370.jpg,suspicious-suspect,0.3828125,0.55390625,0.20625,0.89140625
images/1jj3P4bovaY_360p_mp4-0051_jpg.rf.41a75f575f84a1ecf472ba06c5944370.jpg,normal-action,0.584375,0.41640625,0.234375,0.25546875
images/1jj3P4bovaY_360p_mp4-0051_jpg.rf.93506a3a89201f87e72f5b6c8aef14db.jpg,suspicious-suspect,0.3828125,0.55390625,0.20625,0.89140625
images/1jj3P4bovaY_360p_mp4-0051_jpg.rf.93506a3a89201f87e72f5b6c8aef14db.jpg,normal-action,0.584375,0.41640625,0.234375,0.25546875
images/1jj3P4bovaY_360p_mp4-0051_jpg.rf.e05e69c5fbcd8473af01e74e99c58067.jpg,suspicious-suspect,0.3828125,0.55390625,0.20625,0.89140625
images/1jj3P4bovaY_360p_mp4-0051_jpg.rf.e05e69c5fbcd8473af01e74e99c58067.jpg,normal-action,0.584375,0.41640625,0.234375,0.25546875
images/1jj3P4bovaY_360p_mp4-0053_jpg.rf.0eeeeb3d5511d5b408212578ecf393a5.jpg,suspicious-suspect,0.39375,0.56640625,0.25,0.86640625
images/1jj3P4bovaY_360p_mp4-0053_jpg.rf.0eeeeb3d5511d5b408212578ecf393a5.jpg,normal-action,0.58984375,0.41953125,0.2078125,0.26640625
images/1jj3P4bovaY_360p_mp4-0053_jpg.rf.83e16c8cc46c3c4595ac79e24800981d.jpg,suspicious-suspect,0.39375,0.56640625,0.25,0.86640625
images/1jj3P4bovaY_360p_mp4-0053_jpg.rf.83e16c8cc46c3c4595ac79e24800981d.jpg,normal-action,0.58984375,0.41953125,0.2078125,0.26640625
images/1jj3P4bovaY_360p_mp4-0053_jpg.rf.a8e0dcc0dee1b82946e9d82660649720.jpg,suspicious-suspect,0.39375,0.56640625,0.25,0.86640625
images/1jj3P4bovaY_360p_mp4-0053_jpg.rf.a8e0dcc0dee1b82946e9d82660649720.jpg,normal-action,0.58984375,0.41953125,0.2078125,0.26640625
images/1jj3P4bovaY_360p_mp4-0054_jpg.rf.2afdd487ca4f618a5da6046c4a0ec137.jpg,suspicious-suspect,0.3890625,0.5625,0.23125,0.875
images/1jj3P4bovaY_360p_mp4-0054_jpg.rf.2afdd487ca4f618a5da6046c4a0ec137.jpg,normal-action,0.59140625,0.415625,0.2296875,0.25859375
images/1jj3P4bovaY_360p_mp4-0054_jpg.rf.6863390ced0992bd4121b66ebd595b6b.jpg,suspicious-suspect,0.3890625,0.5625,0.23125,0.875
images/1jj3P4bovaY_360p_mp4-0054_jpg.rf.6863390ced0992bd4121b66ebd595b6b.jpg,normal-action,0.59140625,0.415625,0.2296875,0.25859375
images/1jj3P4bovaY_360p_mp4-0054_jpg.rf.76270329441a52da8a8338b36c5fdf73.jpg,suspicious-suspect,0.3890625,0.5625,0.23125,0.875
images/1jj3P4bovaY_360p_mp4-0054_jpg.rf.76270329441a52da8a8338b36c5fdf73.jpg,normal-action,0.59140625,0.415625,0.2296875,0.25859375
images/1jj3P4bovaY_360p_mp4-0055_jpg.rf.1d0ee5e980ac7fb7150b1e9da01a1f5e.jpg,suspicious-suspect,0.4515625,0.559375,0.2375,0.88046875
images/1jj3P4bovaY_360p_mp4-0055_jpg.rf.1d0ee5e980ac7fb7150b1e9da01a1f5e.jpg,normal-action,0.62421875,0.40546875,0.1546875,0.20546875
images/1jj3P4bovaY_360p_mp4-0055_jpg.rf.2484ad5db04c25f0cc6cc853e15851ef.jpg,suspicious-suspect,0.4515625,0.559375,0.2375,0.88046875
images/1jj3P4bovaY_360p_mp4-0055_jpg.rf.2484ad5db04c25f0cc6cc853e15851ef.jpg,normal-action,0.62421875,0.40546875,0.1546875,0.20546875
images/1jj3P4bovaY_360p_mp4-0055_jpg.rf.92e7dfca50e8ea15a2b38ad811e1092a.jpg,suspicious-suspect,0.4515625,0.559375,0.2375,0.88046875
images/1jj3P4bovaY_360p_mp4-0055_jpg.rf.92e7dfca50e8ea15a2b38ad811e1092a.jpg,normal-action,0.62421875,0.40546875,0.1546875,0.20546875
images/1jj3P4bovaY_360p_mp4-0056_jpg.rf.147b72d72827e7408d298f2d828bf57c.jpg,suspicious-suspect,0.43828125,0.5484375,0.2515625,0.903125
images/1jj3P4bovaY_360p_mp4-0056_jpg.rf.3aa82447826ef7b3f5392dec72de8f3e.jpg,suspicious-suspect,0.43828125,0.5484375,0.2515625,0.903125
images/1jj3P4bovaY_360p_mp4-0056_jpg.rf.4c6a1d4c2384e5f21934b5fd824a29e0.jpg,suspicious-suspect,0.43828125,0.5484375,0.2515625,0.903125
images/1jj3P4bovaY_360p_mp4-0057_jpg.rf.84fbdea09b240aa7d17aaf9a60af10e4.jpg,suspicious-suspect,0.43515625,0.5578125,0.2484375,0.884375
images/1jj3P4bovaY_360p_mp4-0057_jpg.rf.84fbdea09b240aa7d17aaf9a60af10e4.jpg,normal-action,0.62421875,0.40546875,0.1609375,0.228125
images/1jj3P4bovaY_360p_mp4-0057_jpg.rf.adee284f357e3f083ec4cc681524cf97.jpg,suspicious-suspect,0.43515625,0.5578125,0.2484375,0.884375
images/1jj3P4bovaY_360p_mp4-0057_jpg.rf.adee284f357e3f083ec4cc681524cf97.jpg,normal-action,0.62421875,0.40546875,0.1609375,0.228125
